state,MedicaidExpansion,FeeRatio,ACO,APRNSOP,year,specialty,volume,providers,pop,tot_pop,fee_ratio_yr
KS,No,0.73,No,Reduced,2017,2,1,185,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,2,2,153,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,2,3,182,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,2,4,198,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,2,5,52,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,3,1,61,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,3,2,41,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,3,3,83,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,3,4,84,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,3,5,160,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,4,1,91,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,4,2,58,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,4,3,53,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,4,4,96,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,4,5,117,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,5,1,341,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,5,2,709,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,5,3,524,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,5,4,817,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,5,5,415,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,6,1,133,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,6,2,203,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,6,3,181,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,6,4,300,521688,2910892,2016
KS,No,0.73,No,Reduced,2017,6,5,201,521688,2910892,2016
KS,No,0.73,No,Reduced,2018,1,2,250,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,1,3,238,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,1,4,613,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,1,5,456,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,2,1,199,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,2,2,115,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,2,3,178,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,2,4,203,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,2,5,64,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,3,1,69,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,3,2,37,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,3,3,52,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,3,4,67,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,3,5,196,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,4,1,107,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,4,2,47,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,4,3,33,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,4,4,92,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,4,5,130,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,5,1,429,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,5,2,501,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,5,3,452,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,5,4,922,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,5,5,497,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,6,1,146,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,6,2,153,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,6,3,164,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,6,4,352,512845,2912748,2016
KS,No,0.73,No,Reduced,2018,6,5,211,512845,2912748,2016
KS,No,0.61,No,Reduced,2019,1,2,175,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,1,3,299,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,1,4,610,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,1,5,423,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,2,1,232,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,2,2,63,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,2,3,177,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,2,4,219,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,2,5,61,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,3,1,79,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,3,2,17,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,3,3,72,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,3,4,58,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,3,5,204,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,4,1,113,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,4,2,33,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,4,3,38,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,4,4,97,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,4,5,126,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,5,1,506,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,5,2,284,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,5,3,474,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,5,4,967,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,5,5,505,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,6,1,172,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,6,2,90,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,6,3,166,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,6,4,381,505404,2912635,2019
KS,No,0.61,No,Reduced,2019,6,5,190,505404,2912635,2019
KS,No,0.61,No,Reduced,2020,1,2,150,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,1,3,265,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,1,4,598,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,1,5,288,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,2,1,124,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,2,2,80,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,2,3,185,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,2,4,224,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,2,5,38,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,3,1,59,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,3,2,8,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,3,3,69,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,3,4,73,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,3,5,168,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,4,1,44,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,4,2,37,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,4,3,39,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,4,4,79,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,4,5,112,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,5,1,358,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,5,2,466,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,5,3,599,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,5,4,1014,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,5,5,400,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,6,1,148,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,6,2,108,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,6,3,195,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,6,4,396,495756,2938124,2019
KS,No,0.61,No,Reduced,2020,6,5,164,495756,2938124,2019
KY,Yes,0.67,No,Reduced,2016,1,2,667,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,1,3,82,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,1,4,291,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,1,5,719,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,2,1,364,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,2,2,442,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,2,3,96,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,2,4,191,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,2,5,326,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,3,1,161,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,3,2,192,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,3,3,32,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,3,4,62,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,3,5,479,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,4,1,171,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,4,2,106,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,4,3,24,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,4,4,79,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,4,5,304,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,5,1,591,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,5,2,2331,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,5,3,312,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,5,4,966,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,5,5,1616,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,6,1,166,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,6,2,326,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,6,3,77,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,6,4,238,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2016,6,5,256,1658526,4440306,2016
KY,Yes,0.67,No,Reduced,2017,1,2,525,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,1,3,189,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,1,4,296,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,1,5,696,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,2,1,391,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,2,2,350,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,2,3,137,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,2,4,210,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,2,5,305,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,3,1,166,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,3,2,155,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,3,3,67,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,3,4,86,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,3,5,433,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,4,1,190,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,4,2,76,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,4,3,51,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,4,4,90,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,4,5,277,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,5,1,690,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,5,2,1743,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,5,3,557,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,5,4,1060,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,5,5,1859,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,6,1,175,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,6,2,254,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,6,3,106,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,6,4,226,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2017,6,5,347,1721068,4455590,2016
KY,Yes,0.67,No,Reduced,2018,1,2,424,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,1,3,75,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,1,4,281,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,1,5,837,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,2,1,431,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,2,2,276,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,2,3,89,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,2,4,252,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,2,5,345,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,3,1,179,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,3,2,131,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,3,3,22,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,3,4,92,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,3,5,502,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,4,1,200,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,4,2,62,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,4,3,16,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,4,4,83,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,4,5,334,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,5,1,833,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,5,2,1192,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,5,3,321,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,5,4,1166,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,5,5,2339,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,6,1,189,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,6,2,174,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,6,3,73,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,6,4,230,1733994,4464273,2016
KY,Yes,0.67,No,Reduced,2018,6,5,421,1733994,4464273,2016
KY,Yes,0.65,No,Reduced,2019,1,2,348,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,1,3,86,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,1,4,313,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,1,5,794,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,2,1,459,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,2,2,217,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,2,3,99,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,2,4,264,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,2,5,342,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,3,1,196,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,3,2,102,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,3,3,21,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,3,4,88,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,3,5,496,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,4,1,217,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,4,2,47,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,4,3,15,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,4,4,89,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,4,5,330,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,5,1,966,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,5,2,662,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,5,3,299,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,5,4,1280,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,5,5,2602,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,6,1,217,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,6,2,99,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,6,3,75,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,6,4,237,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2019,6,5,428,1698903,4472345,2019
KY,Yes,0.65,No,Reduced,2020,1,2,163,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,1,3,156,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,1,4,276,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,1,5,671,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,2,1,153,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,2,2,121,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,2,3,135,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,2,4,239,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,2,5,298,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,3,1,107,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,3,2,9,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,3,3,58,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,3,4,65,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,3,5,445,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,4,1,70,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,4,2,47,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,4,3,76,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,4,4,82,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,4,5,253,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,5,1,496,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,5,2,669,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,5,3,784,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,5,4,1412,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,5,5,2420,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,6,1,159,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,6,2,117,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,6,3,133,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,6,4,276,1831145,4508155,2019
KY,Yes,0.65,No,Reduced,2020,6,5,378,1831145,4508155,2019
LA,Yes,0.67,No,Reduced,2016,1,2,439,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,1,3,194,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,1,4,574,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,1,5,623,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,2,1,369,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,2,2,454,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,2,3,167,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,2,4,507,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,2,5,342,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,3,1,129,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,3,2,150,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,3,3,84,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,3,4,176,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,3,5,492,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,4,1,181,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,4,2,116,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,4,3,76,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,4,4,194,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,4,5,396,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,5,1,356,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,5,2,1534,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,5,3,455,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,5,4,944,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,5,5,1099,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,6,1,96,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,6,2,359,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,6,3,150,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,6,4,288,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2016,6,5,156,1747372,4681346,2016
LA,Yes,0.67,No,Reduced,2017,1,2,350,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,1,3,291,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,1,4,479,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,1,5,702,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,2,1,410,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,2,2,365,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,2,3,215,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,2,4,523,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,2,5,342,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,3,1,150,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,3,2,126,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,3,3,130,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,3,4,168,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,3,5,458,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,4,1,210,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,4,2,92,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,4,3,89,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,4,4,177,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,4,5,411,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,5,1,415,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,5,2,1144,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,5,3,537,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,5,4,931,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,5,5,1306,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,6,1,105,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,6,2,267,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,6,3,166,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,6,4,304,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2017,6,5,212,1845146,4673673,2016
LA,Yes,0.67,No,Reduced,2018,1,2,288,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,1,3,226,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,1,4,510,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,1,5,730,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,2,1,452,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,2,2,266,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,2,3,204,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,2,4,530,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,2,5,374,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,3,1,186,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,3,2,109,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,3,3,69,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,3,4,181,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,3,5,495,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,4,1,230,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,4,2,77,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,4,3,65,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,4,4,169,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,4,5,436,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,5,1,498,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,5,2,768,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,5,3,520,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,5,4,1018,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,5,5,1539,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,6,1,118,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,6,2,186,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,6,3,184,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,6,4,322,1866378,4664450,2016
LA,Yes,0.67,No,Reduced,2018,6,5,270,1866378,4664450,2016
LA,Yes,0.66,Yes,Reduced,2019,1,2,235,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,1,3,268,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,1,4,493,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,1,5,719,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,2,1,494,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,2,2,197,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,2,3,204,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,2,4,541,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,2,5,366,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,3,1,197,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,3,2,87,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,3,3,63,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,3,4,198,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,3,5,482,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,4,1,254,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,4,2,68,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,4,3,68,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,4,4,159,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,4,5,414,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,5,1,570,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,5,2,352,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,5,3,585,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,5,4,1109,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,5,5,1729,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,6,1,135,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,6,2,79,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,6,3,203,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,6,4,344,1890541,4658285,2019
LA,Yes,0.66,Yes,Reduced,2019,6,5,303,1890541,4658285,2019
